id,session,fold
sess_sim_20260522_041458-step_01,sess_sim_20260522_041458,2
sess_sim_20260522_021256-step_09,sess_sim_20260522_021256,4
sess_au_080355_004-step_04,sess_au_080355_004,4
sess_sim_20260522_010611-step_05,sess_sim_20260522_010611,0
sess_sim_20260522_030053-step_01,sess_sim_20260522_030053,4
sess_sim_20260522_018429-step_05,sess_sim_20260522_018429,1
sess_sim_20260522_022634-step_03,sess_sim_20260522_022634,3
sess_sim_20260522_046507-step_01,sess_sim_20260522_046507,3
sess_sim_20260522_025888-step_04,sess_sim_20260522_025888,4
sess_sim_20260522_020996-step_04,sess_sim_20260522_020996,2
sess_sim_20260522_009086-step_01,sess_sim_20260522_009086,0
sess_sim_20260522_037831-step_02,sess_sim_20260522_037831,3
sess_sim_20260522_031735-step_06,sess_sim_20260522_031735,3
sess_sim_20260522_034580-step_01,sess_sim_20260522_034580,3
sess_sim_20260522_011989-step_07,sess_sim_20260522_011989,3
sess_sim_20260522_029318-step_08,sess_sim_20260522_029318,1
sess_sim_20260522_027961-step_03,sess_sim_20260522_027961,0
sess_sim_20260522_046466-step_04,sess_sim_20260522_046466,0
sess_sim_20260522_045341-step_10,sess_sim_20260522_045341,4
sess_au_034822_000-step_06,sess_au_034822_000,2
sess_sim_20260522_008792-step_01,sess_sim_20260522_008792,2
sess_sim_20260522_015832-step_06,sess_sim_20260522_015832,4
sess_sim_20260522_008746-step_11,sess_sim_20260522_008746,4
sess_sim_20260522_040185-step_01,sess_sim_20260522_040185,3
sess_sim_20260522_032216-step_07,sess_sim_20260522_032216,2
sess_sim_20260522_003903-step_15,sess_sim_20260522_003903,3
sess_sim_20260522_020202-step_04,sess_sim_20260522_020202,3
sess_au_314031_003-step_05,sess_au_314031_003,3
sess_sim_20260522_032193-step_07,sess_sim_20260522_032193,3
sess_sim_20260522_029908-step_09,sess_sim_20260522_029908,4
sess_sim_20260522_013134-step_06,sess_sim_20260522_013134,4
sess_sim_20260522_041327-step_01,sess_sim_20260522_041327,3
sess_sim_20260522_021824-step_01,sess_sim_20260522_021824,0
sess_sim_20260522_042111-step_02,sess_sim_20260522_042111,4
sess_sim_20260522_006487-step_06,sess_sim_20260522_006487,3
sess_sim_20260522_039522-step_03,sess_sim_20260522_039522,0
sess_sim_20260522_033496-step_02,sess_sim_20260522_033496,0
sess_sim_20260522_007009-step_01,sess_sim_20260522_007009,0
sess_sim_20260522_039511-step_02,sess_sim_20260522_039511,0
sess_sim_20260522_017065-step_02,sess_sim_20260522_017065,4
sess_sim_20260522_009505-step_11,sess_sim_20260522_009505,2
sess_sim_20260522_004324-step_05,sess_sim_20260522_004324,1
sess_sim_20260522_017995-step_05,sess_sim_20260522_017995,1
sess_sim_20260522_014641-step_07,sess_sim_20260522_014641,3
sess_sim_20260522_011939-step_12,sess_sim_20260522_011939,0
sess_sim_20260522_004262-step_04,sess_sim_20260522_004262,0
sess_au_234287_001-step_04,sess_au_234287_001,0
sess_sim_20260522_017339-step_03,sess_sim_20260522_017339,4
sess_sim_20260522_039255-step_01,sess_sim_20260522_039255,3
sess_sim_20260522_032308-step_09,sess_sim_20260522_032308,0
sess_sim_20260522_021887-step_06,sess_sim_20260522_021887,3
sess_sim_20260522_036177-step_13,sess_sim_20260522_036177,3
sess_sim_20260522_019481-step_06,sess_sim_20260522_019481,0
sess_sim_20260522_019213-step_02,sess_sim_20260522_019213,0
sess_sim_20260522_011313-step_06,sess_sim_20260522_011313,0
sess_sim_20260522_016959-step_07,sess_sim_20260522_016959,4
sess_sim_20260522_013218-step_06,sess_sim_20260522_013218,2
sess_sim_20260522_007174-step_01,sess_sim_20260522_007174,1
sess_sim_20260522_001090-step_02,sess_sim_20260522_001090,4
sess_sim_20260522_031259-step_01,sess_sim_20260522_031259,3
sess_au_258654_008-step_04,sess_au_258654_008,2
sess_sim_20260522_042898-step_01,sess_sim_20260522_042898,2
sess_sim_20260522_030126-step_07,sess_sim_20260522_030126,1
sess_sim_20260522_010784-step_04,sess_sim_20260522_010784,3
sess_sim_20260522_031425-step_02,sess_sim_20260522_031425,0
sess_sim_20260522_015358-step_03,sess_sim_20260522_015358,0
sess_sim_20260522_019580-step_03,sess_sim_20260522_019580,4
sess_sim_20260522_038394-step_06,sess_sim_20260522_038394,0
sess_sim_20260522_022133-step_02,sess_sim_20260522_022133,2
sess_sim_20260522_002081-step_17,sess_sim_20260522_002081,1
sess_sim_20260522_018174-step_07,sess_sim_20260522_018174,0
sess_sim_20260522_006118-step_14,sess_sim_20260522_006118,2
sess_sim_20260522_013646-step_02,sess_sim_20260522_013646,4
sess_sim_20260522_042911-step_07,sess_sim_20260522_042911,3
sess_sim_20260522_033289-step_01,sess_sim_20260522_033289,2
sess_sim_20260522_027896-step_04,sess_sim_20260522_027896,4
sess_sim_20260522_047058-step_07,sess_sim_20260522_047058,4
sess_sim_20260522_000966-step_02,sess_sim_20260522_000966,1
sess_sim_20260522_007000-step_10,sess_sim_20260522_007000,1
sess_sim_20260522_001205-step_03,sess_sim_20260522_001205,4
sess_sim_20260522_017432-step_07,sess_sim_20260522_017432,0
sess_sim_20260522_039221-step_04,sess_sim_20260522_039221,1
sess_sim_20260522_041405-step_02,sess_sim_20260522_041405,0
sess_sim_20260522_013561-step_06,sess_sim_20260522_013561,0
sess_sim_20260522_027763-step_01,sess_sim_20260522_027763,1
sess_sim_20260522_017468-step_02,sess_sim_20260522_017468,0
sess_sim_20260522_045933-step_02,sess_sim_20260522_045933,1
sess_sim_20260522_005059-step_08,sess_sim_20260522_005059,4
sess_sim_20260522_021814-step_06,sess_sim_20260522_021814,4
sess_sim_20260522_010291-step_06,sess_sim_20260522_010291,3
sess_sim_20260522_009006-step_07,sess_sim_20260522_009006,4
sess_sim_20260522_000626-step_06,sess_sim_20260522_000626,3
sess_sim_20260522_019761-step_08,sess_sim_20260522_019761,0
sess_sim_20260522_042674-step_03,sess_sim_20260522_042674,4
sess_sim_20260522_032750-step_02,sess_sim_20260522_032750,3
sess_sim_20260522_036676-step_06,sess_sim_20260522_036676,2
sess_sim_20260522_030020-step_07,sess_sim_20260522_030020,1
sess_sim_20260522_017557-step_07,sess_sim_20260522_017557,1
sess_sim_20260522_008927-step_01,sess_sim_20260522_008927,1
sess_sim_20260522_025335-step_05,sess_sim_20260522_025335,3
sess_sim_20260522_032811-step_05,sess_sim_20260522_032811,1
sess_sim_20260522_023923-step_14,sess_sim_20260522_023923,1
sess_sim_20260522_034674-step_07,sess_sim_20260522_034674,4
sess_sim_20260522_005847-step_05,sess_sim_20260522_005847,2
sess_sim_20260522_006478-step_09,sess_sim_20260522_006478,0
sess_sim_20260522_008721-step_03,sess_sim_20260522_008721,3
sess_sim_20260522_029546-step_05,sess_sim_20260522_029546,1
sess_sim_20260522_014939-step_03,sess_sim_20260522_014939,4
sess_au_451590_001-step_03,sess_au_451590_001,3
sess_sim_20260522_021182-step_03,sess_sim_20260522_021182,3
sess_sim_20260522_005567-step_12,sess_sim_20260522_005567,1
sess_sim_20260522_036076-step_06,sess_sim_20260522_036076,1
sess_sim_20260522_039019-step_05,sess_sim_20260522_039019,0
sess_sim_20260522_039794-step_07,sess_sim_20260522_039794,2
sess_sim_20260522_003074-step_04,sess_sim_20260522_003074,2
sess_sim_20260522_042844-step_09,sess_sim_20260522_042844,1
sess_sim_20260522_004317-step_03,sess_sim_20260522_004317,4
sess_sim_20260522_036271-step_03,sess_sim_20260522_036271,3
sess_sim_20260522_027152-step_09,sess_sim_20260522_027152,1
sess_sim_20260522_033407-step_08,sess_sim_20260522_033407,1
sess_sim_20260522_000680-step_01,sess_sim_20260522_000680,0
sess_sim_20260522_030795-step_05,sess_sim_20260522_030795,4
sess_sim_20260522_043502-step_08,sess_sim_20260522_043502,3
sess_sim_20260522_008829-step_01,sess_sim_20260522_008829,3
sess_au_338576_010-step_01,sess_au_338576_010,3
sess_sim_20260522_006477-step_02,sess_sim_20260522_006477,1
sess_sim_20260522_022399-step_02,sess_sim_20260522_022399,3
sess_sim_20260522_015441-step_07,sess_sim_20260522_015441,1
sess_sim_20260522_047434-step_07,sess_sim_20260522_047434,4
sess_sim_20260522_043589-step_03,sess_sim_20260522_043589,2
sess_sim_20260522_032576-step_03,sess_sim_20260522_032576,4
sess_sim_20260522_044356-step_05,sess_sim_20260522_044356,3
sess_sim_20260522_027448-step_01,sess_sim_20260522_027448,1
sess_sim_20260522_019878-step_01,sess_sim_20260522_019878,4
sess_sim_20260522_003521-step_11,sess_sim_20260522_003521,1
sess_sim_20260522_012569-step_02,sess_sim_20260522_012569,4
sess_sim_20260522_004757-step_05,sess_sim_20260522_004757,2
sess_sim_20260522_045154-step_08,sess_sim_20260522_045154,1
sess_sim_20260522_046290-step_12,sess_sim_20260522_046290,3
sess_sim_20260522_027913-step_06,sess_sim_20260522_027913,2
sess_sim_20260522_004975-step_03,sess_sim_20260522_004975,3
sess_sim_20260522_041270-step_03,sess_sim_20260522_041270,3
sess_sim_20260522_006929-step_01,sess_sim_20260522_006929,1
sess_sim_20260522_026425-step_14,sess_sim_20260522_026425,3
sess_sim_20260522_008715-step_02,sess_sim_20260522_008715,3
sess_au_285215_005-step_06,sess_au_285215_005,4
sess_sim_20260522_034904-step_01,sess_sim_20260522_034904,0
sess_sim_20260522_029906-step_03,sess_sim_20260522_029906,0
sess_sim_20260522_015069-step_03,sess_sim_20260522_015069,2
sess_sim_20260522_044091-step_07,sess_sim_20260522_044091,1
sess_sim_20260522_003266-step_04,sess_sim_20260522_003266,1
sess_sim_20260522_029888-step_10,sess_sim_20260522_029888,1
sess_sim_20260522_016666-step_09,sess_sim_20260522_016666,0
sess_sim_20260522_004921-step_02,sess_sim_20260522_004921,0
sess_sim_20260522_025789-step_10,sess_sim_20260522_025789,2
sess_au_097137_005-step_07,sess_au_097137_005,3
sess_sim_20260522_016827-step_03,sess_sim_20260522_016827,2
sess_sim_20260522_003669-step_08,sess_sim_20260522_003669,3
sess_sim_20260522_029977-step_01,sess_sim_20260522_029977,2
sess_sim_20260522_013646-step_07,sess_sim_20260522_013646,4
sess_sim_20260522_031189-step_10,sess_sim_20260522_031189,1
sess_sim_20260522_018474-step_05,sess_sim_20260522_018474,0
sess_au_019964_001-step_02,sess_au_019964_001,0
sess_sim_20260522_024147-step_08,sess_sim_20260522_024147,0
sess_sim_20260522_013445-step_10,sess_sim_20260522_013445,4
sess_sim_20260522_008675-step_14,sess_sim_20260522_008675,1
sess_sim_20260522_020606-step_08,sess_sim_20260522_020606,1
sess_sim_20260522_019418-step_01,sess_sim_20260522_019418,1
sess_sim_20260522_016889-step_11,sess_sim_20260522_016889,2
sess_sim_20260522_013695-step_06,sess_sim_20260522_013695,1
sess_sim_20260522_004445-step_07,sess_sim_20260522_004445,1
sess_sim_20260522_016777-step_11,sess_sim_20260522_016777,0
sess_sim_20260522_040335-step_03,sess_sim_20260522_040335,0
sess_sim_20260522_003441-step_05,sess_sim_20260522_003441,0
sess_sim_20260522_045643-step_03,sess_sim_20260522_045643,1
sess_au_961135_002-step_06,sess_au_961135_002,1
sess_sim_20260522_015520-step_08,sess_sim_20260522_015520,4
sess_sim_20260522_037323-step_04,sess_sim_20260522_037323,0
sess_sim_20260522_040826-step_01,sess_sim_20260522_040826,0
sess_sim_20260522_012283-step_03,sess_sim_20260522_012283,2
sess_au_090551_010-step_01,sess_au_090551_010,3
sess_au_078520_014-step_02,sess_au_078520_014,4
sess_sim_20260522_001877-step_07,sess_sim_20260522_001877,1
sess_sim_20260522_044846-step_04,sess_sim_20260522_044846,1
sess_sim_20260522_020239-step_07,sess_sim_20260522_020239,1
sess_sim_20260522_030795-step_04,sess_sim_20260522_030795,4
sess_sim_20260522_023542-step_05,sess_sim_20260522_023542,3
sess_sim_20260522_044898-step_09,sess_sim_20260522_044898,1
sess_sim_20260522_015159-step_05,sess_sim_20260522_015159,2
sess_sim_20260522_003423-step_06,sess_sim_20260522_003423,1
sess_au_121681_006-step_05,sess_au_121681_006,0
sess_sim_20260522_024859-step_01,sess_sim_20260522_024859,3
sess_sim_20260522_042506-step_16,sess_sim_20260522_042506,1
sess_sim_20260522_005601-step_08,sess_sim_20260522_005601,2
sess_sim_20260522_032795-step_13,sess_sim_20260522_032795,0
sess_sim_20260522_006154-step_04,sess_sim_20260522_006154,1
sess_au_550259_000-step_01,sess_au_550259_000,3
sess_sim_20260522_017978-step_07,sess_sim_20260522_017978,4
sess_sim_20260522_044866-step_03,sess_sim_20260522_044866,2
sess_sim_20260522_023213-step_04,sess_sim_20260522_023213,3
sess_sim_20260522_015502-step_07,sess_sim_20260522_015502,4
sess_sim_20260522_045610-step_06,sess_sim_20260522_045610,3
sess_sim_20260522_005998-step_05,sess_sim_20260522_005998,0
sess_sim_20260522_007940-step_03,sess_sim_20260522_007940,4
sess_sim_20260522_027037-step_08,sess_sim_20260522_027037,0
sess_sim_20260522_046783-step_10,sess_sim_20260522_046783,2
sess_sim_20260522_000815-step_02,sess_sim_20260522_000815,3
sess_sim_20260522_032007-step_02,sess_sim_20260522_032007,4
sess_sim_20260522_024063-step_07,sess_sim_20260522_024063,4
sess_sim_20260522_046306-step_11,sess_sim_20260522_046306,3
sess_sim_20260522_010360-step_05,sess_sim_20260522_010360,1
sess_sim_20260522_001312-step_01,sess_sim_20260522_001312,4
sess_sim_20260522_030399-step_07,sess_sim_20260522_030399,3
sess_sim_20260522_030094-step_06,sess_sim_20260522_030094,2
sess_sim_20260522_006347-step_08,sess_sim_20260522_006347,1
sess_au_252132_003-step_03,sess_au_252132_003,1
sess_sim_20260522_033379-step_01,sess_sim_20260522_033379,1
sess_sim_20260522_012517-step_01,sess_sim_20260522_012517,1
sess_sim_20260522_042954-step_15,sess_sim_20260522_042954,4
sess_sim_20260522_014637-step_02,sess_sim_20260522_014637,0
sess_sim_20260522_036586-step_03,sess_sim_20260522_036586,0
sess_sim_20260522_028027-step_07,sess_sim_20260522_028027,2
sess_sim_20260522_008433-step_07,sess_sim_20260522_008433,0
sess_sim_20260522_028787-step_03,sess_sim_20260522_028787,3
sess_sim_20260522_004324-step_06,sess_sim_20260522_004324,1
sess_au_562255_004-step_10,sess_au_562255_004,2
sess_sim_20260522_047434-step_03,sess_sim_20260522_047434,4
sess_au_955285_003-step_02,sess_au_955285_003,4
sess_sim_20260522_031579-step_03,sess_sim_20260522_031579,2
sess_sim_20260522_037808-step_02,sess_sim_20260522_037808,2
sess_sim_20260522_020080-step_09,sess_sim_20260522_020080,1
sess_sim_20260522_017049-step_08,sess_sim_20260522_017049,0
sess_sim_20260522_017111-step_07,sess_sim_20260522_017111,3
sess_sim_20260522_004210-step_01,sess_sim_20260522_004210,1
sess_sim_20260522_007287-step_16,sess_sim_20260522_007287,3
sess_sim_20260522_046795-step_11,sess_sim_20260522_046795,3
sess_sim_20260522_039704-step_01,sess_sim_20260522_039704,1
sess_sim_20260522_017164-step_01,sess_sim_20260522_017164,1
sess_sim_20260522_021681-step_02,sess_sim_20260522_021681,3
sess_sim_20260522_007699-step_03,sess_sim_20260522_007699,0
sess_sim_20260522_013031-step_09,sess_sim_20260522_013031,1
sess_sim_20260522_046306-step_04,sess_sim_20260522_046306,3
sess_au_798617_002-step_01,sess_au_798617_002,3
sess_sim_20260522_010230-step_03,sess_sim_20260522_010230,0
sess_au_793512_003-step_01,sess_au_793512_003,1
sess_sim_20260522_026573-step_06,sess_sim_20260522_026573,0
sess_au_382278_000-step_02,sess_au_382278_000,4
sess_sim_20260522_014763-step_10,sess_sim_20260522_014763,4
sess_sim_20260522_039114-step_02,sess_sim_20260522_039114,3
sess_sim_20260522_006478-step_10,sess_sim_20260522_006478,0
sess_sim_20260522_033592-step_02,sess_sim_20260522_033592,0
sess_sim_20260522_013454-step_05,sess_sim_20260522_013454,0
sess_sim_20260522_029455-step_05,sess_sim_20260522_029455,0
sess_au_516647_003-step_08,sess_au_516647_003,0
sess_sim_20260522_019357-step_02,sess_sim_20260522_019357,2
sess_sim_20260522_017837-step_01,sess_sim_20260522_017837,1
sess_sim_20260522_002156-step_04,sess_sim_20260522_002156,0
sess_sim_20260522_021613-step_08,sess_sim_20260522_021613,3
sess_sim_20260522_019274-step_08,sess_sim_20260522_019274,0
sess_sim_20260522_010298-step_02,sess_sim_20260522_010298,0
sess_sim_20260522_005146-step_04,sess_sim_20260522_005146,2
sess_sim_20260522_009851-step_03,sess_sim_20260522_009851,0
sess_sim_20260522_028490-step_02,sess_sim_20260522_028490,0
sess_sim_20260522_011747-step_06,sess_sim_20260522_011747,2
sess_sim_20260522_021592-step_09,sess_sim_20260522_021592,4
sess_sim_20260522_030863-step_04,sess_sim_20260522_030863,2
sess_au_510362_010-step_02,sess_au_510362_010,4
sess_sim_20260522_001895-step_03,sess_sim_20260522_001895,2
sess_sim_20260522_029624-step_14,sess_sim_20260522_029624,4
sess_sim_20260522_010273-step_05,sess_sim_20260522_010273,3
sess_sim_20260522_039536-step_14,sess_sim_20260522_039536,3
sess_sim_20260522_046604-step_07,sess_sim_20260522_046604,4
sess_sim_20260522_033712-step_11,sess_sim_20260522_033712,2
sess_sim_20260522_041969-step_01,sess_sim_20260522_041969,4
sess_au_097137_002-step_03,sess_au_097137_002,1
sess_sim_20260522_000398-step_06,sess_sim_20260522_000398,4
sess_sim_20260522_025685-step_06,sess_sim_20260522_025685,0
sess_sim_20260522_010529-step_10,sess_sim_20260522_010529,0
sess_sim_20260522_014967-step_17,sess_sim_20260522_014967,0
sess_sim_20260522_040348-step_06,sess_sim_20260522_040348,3
sess_sim_20260522_045523-step_08,sess_sim_20260522_045523,4
sess_au_753511_002-step_03,sess_au_753511_002,0
sess_sim_20260522_046102-step_04,sess_sim_20260522_046102,2
sess_au_283689_003-step_08,sess_au_283689_003,1
sess_sim_20260522_044589-step_04,sess_sim_20260522_044589,4
sess_sim_20260522_041418-step_12,sess_sim_20260522_041418,3
sess_sim_20260522_011831-step_03,sess_sim_20260522_011831,4
sess_sim_20260522_042535-step_14,sess_sim_20260522_042535,0
sess_sim_20260522_013469-step_02,sess_sim_20260522_013469,1
sess_sim_20260522_017434-step_07,sess_sim_20260522_017434,4
sess_sim_20260522_046931-step_14,sess_sim_20260522_046931,4
sess_sim_20260522_022066-step_07,sess_sim_20260522_022066,2
sess_sim_20260522_015426-step_04,sess_sim_20260522_015426,1
sess_sim_20260522_037773-step_07,sess_sim_20260522_037773,0
sess_sim_20260522_037323-step_10,sess_sim_20260522_037323,0
sess_sim_20260522_009275-step_06,sess_sim_20260522_009275,4
sess_sim_20260522_013906-step_01,sess_sim_20260522_013906,4
sess_sim_20260522_003861-step_01,sess_sim_20260522_003861,2
sess_sim_20260522_037047-step_04,sess_sim_20260522_037047,4
sess_sim_20260522_020794-step_05,sess_sim_20260522_020794,1
sess_sim_20260522_019918-step_03,sess_sim_20260522_019918,2
sess_sim_20260522_030932-step_02,sess_sim_20260522_030932,4
sess_sim_20260522_013437-step_03,sess_sim_20260522_013437,1
sess_sim_20260522_027055-step_04,sess_sim_20260522_027055,2
sess_sim_20260522_041929-step_05,sess_sim_20260522_041929,0
sess_sim_20260522_044548-step_08,sess_sim_20260522_044548,0
sess_sim_20260522_019267-step_08,sess_sim_20260522_019267,2
sess_sim_20260522_012810-step_01,sess_sim_20260522_012810,3
sess_sim_20260522_007255-step_08,sess_sim_20260522_007255,3
sess_sim_20260522_007940-step_07,sess_sim_20260522_007940,4
sess_sim_20260522_031759-step_01,sess_sim_20260522_031759,2
sess_sim_20260522_033027-step_05,sess_sim_20260522_033027,1
sess_sim_20260522_012354-step_06,sess_sim_20260522_012354,3
sess_sim_20260522_012344-step_06,sess_sim_20260522_012344,0
sess_sim_20260522_018362-step_02,sess_sim_20260522_018362,1
sess_sim_20260522_025637-step_11,sess_sim_20260522_025637,1
sess_sim_20260522_037118-step_03,sess_sim_20260522_037118,1
sess_sim_20260522_045306-step_07,sess_sim_20260522_045306,1
sess_sim_20260522_021131-step_05,sess_sim_20260522_021131,1
sess_sim_20260522_044989-step_03,sess_sim_20260522_044989,4
sess_sim_20260522_039470-step_05,sess_sim_20260522_039470,3
sess_sim_20260522_012058-step_03,sess_sim_20260522_012058,1
sess_sim_20260522_007774-step_09,sess_sim_20260522_007774,2
sess_sim_20260522_024517-step_01,sess_sim_20260522_024517,1
sess_au_589795_012-step_01,sess_au_589795_012,0
sess_sim_20260522_014643-step_02,sess_sim_20260522_014643,0
sess_sim_20260522_041408-step_08,sess_sim_20260522_041408,3
sess_sim_20260522_007448-step_08,sess_sim_20260522_007448,0
sess_sim_20260522_018147-step_04,sess_sim_20260522_018147,3
sess_sim_20260522_019347-step_08,sess_sim_20260522_019347,3
sess_sim_20260522_026335-step_04,sess_sim_20260522_026335,3
sess_sim_20260522_046988-step_07,sess_sim_20260522_046988,1
sess_sim_20260522_020404-step_05,sess_sim_20260522_020404,2
sess_sim_20260522_046358-step_02,sess_sim_20260522_046358,1
sess_sim_20260522_021454-step_08,sess_sim_20260522_021454,2
sess_sim_20260522_032176-step_07,sess_sim_20260522_032176,3
sess_sim_20260522_007646-step_08,sess_sim_20260522_007646,4
sess_sim_20260522_018016-step_04,sess_sim_20260522_018016,1
sess_sim_20260522_041756-step_05,sess_sim_20260522_041756,4
sess_sim_20260522_009587-step_04,sess_sim_20260522_009587,0
sess_au_191481_007-step_01,sess_au_191481_007,3
sess_sim_20260522_021871-step_13,sess_sim_20260522_021871,4
sess_sim_20260522_016995-step_07,sess_sim_20260522_016995,0
sess_au_955285_004-step_02,sess_au_955285_004,2
sess_sim_20260522_018610-step_16,sess_sim_20260522_018610,1
sess_au_346947_002-step_02,sess_au_346947_002,4
sess_sim_20260522_012906-step_08,sess_sim_20260522_012906,2
sess_sim_20260522_026682-step_03,sess_sim_20260522_026682,4
sess_sim_20260522_010466-step_07,sess_sim_20260522_010466,1
sess_sim_20260522_028649-step_01,sess_sim_20260522_028649,1
sess_sim_20260522_025418-step_10,sess_sim_20260522_025418,2
sess_au_630362_004-step_03,sess_au_630362_004,1
sess_sim_20260522_044313-step_01,sess_sim_20260522_044313,1
sess_sim_20260522_019761-step_13,sess_sim_20260522_019761,0
sess_sim_20260522_014357-step_06,sess_sim_20260522_014357,2
sess_sim_20260522_024596-step_03,sess_sim_20260522_024596,2
sess_sim_20260522_004731-step_06,sess_sim_20260522_004731,4
sess_sim_20260522_015517-step_09,sess_sim_20260522_015517,2
sess_sim_20260522_003151-step_05,sess_sim_20260522_003151,2
sess_sim_20260522_029098-step_10,sess_sim_20260522_029098,2
sess_sim_20260522_008852-step_10,sess_sim_20260522_008852,4
sess_sim_20260522_022546-step_03,sess_sim_20260522_022546,1
sess_sim_20260522_003207-step_01,sess_sim_20260522_003207,3
sess_sim_20260522_046353-step_15,sess_sim_20260522_046353,4
sess_au_795478_004-step_02,sess_au_795478_004,3
sess_sim_20260522_039422-step_16,sess_sim_20260522_039422,1
sess_sim_20260522_010886-step_10,sess_sim_20260522_010886,3
sess_sim_20260522_033044-step_02,sess_sim_20260522_033044,1
sess_sim_20260522_026302-step_03,sess_sim_20260522_026302,0
sess_sim_20260522_031075-step_08,sess_sim_20260522_031075,4
sess_sim_20260522_030068-step_09,sess_sim_20260522_030068,1
sess_sim_20260522_019498-step_01,sess_sim_20260522_019498,2
sess_sim_20260522_021201-step_03,sess_sim_20260522_021201,4
sess_sim_20260522_004831-step_14,sess_sim_20260522_004831,2
sess_sim_20260522_042176-step_07,sess_sim_20260522_042176,4
sess_sim_20260522_045650-step_05,sess_sim_20260522_045650,2
sess_sim_20260522_018467-step_05,sess_sim_20260522_018467,0
sess_sim_20260522_009386-step_01,sess_sim_20260522_009386,4
sess_sim_20260522_037505-step_06,sess_sim_20260522_037505,0
sess_sim_20260522_027391-step_03,sess_sim_20260522_027391,0
sess_sim_20260522_026002-step_02,sess_sim_20260522_026002,4
sess_sim_20260522_019042-step_01,sess_sim_20260522_019042,0
sess_sim_20260522_018101-step_09,sess_sim_20260522_018101,2
sess_sim_20260522_023149-step_01,sess_sim_20260522_023149,4
sess_sim_20260522_005067-step_03,sess_sim_20260522_005067,2
sess_sim_20260522_008456-step_02,sess_sim_20260522_008456,4
sess_sim_20260522_020958-step_04,sess_sim_20260522_020958,4
sess_sim_20260522_020535-step_02,sess_sim_20260522_020535,4
sess_sim_20260522_020216-step_01,sess_sim_20260522_020216,1
sess_sim_20260522_003921-step_04,sess_sim_20260522_003921,1
sess_sim_20260522_008563-step_03,sess_sim_20260522_008563,0
sess_sim_20260522_029774-step_01,sess_sim_20260522_029774,4
sess_sim_20260522_037505-step_09,sess_sim_20260522_037505,0
sess_sim_20260522_003358-step_06,sess_sim_20260522_003358,3
sess_sim_20260522_041994-step_08,sess_sim_20260522_041994,0
sess_sim_20260522_016929-step_01,sess_sim_20260522_016929,1
sess_sim_20260522_029983-step_01,sess_sim_20260522_029983,1
sess_sim_20260522_032626-step_02,sess_sim_20260522_032626,3
sess_au_793512_003-step_06,sess_au_793512_003,1
sess_sim_20260522_007130-step_04,sess_sim_20260522_007130,2
sess_sim_20260522_019345-step_09,sess_sim_20260522_019345,2
sess_sim_20260522_044898-step_04,sess_sim_20260522_044898,1
sess_sim_20260522_020326-step_12,sess_sim_20260522_020326,1
sess_sim_20260522_018782-step_05,sess_sim_20260522_018782,1
sess_au_601527_003-step_03,sess_au_601527_003,4
sess_sim_20260522_037082-step_05,sess_sim_20260522_037082,1
sess_sim_20260522_019294-step_02,sess_sim_20260522_019294,2
sess_sim_20260522_039174-step_06,sess_sim_20260522_039174,3
sess_sim_20260522_028191-step_03,sess_sim_20260522_028191,0
sess_sim_20260522_026300-step_04,sess_sim_20260522_026300,2
sess_au_314031_010-step_01,sess_au_314031_010,4
sess_au_408782_000-step_04,sess_au_408782_000,4
sess_sim_20260522_013810-step_07,sess_sim_20260522_013810,3
sess_sim_20260522_007172-step_01,sess_sim_20260522_007172,0
sess_sim_20260522_008058-step_08,sess_sim_20260522_008058,2
sess_sim_20260522_004338-step_05,sess_sim_20260522_004338,3
sess_sim_20260522_026606-step_01,sess_sim_20260522_026606,2
sess_sim_20260522_027364-step_01,sess_sim_20260522_027364,4
sess_sim_20260522_017821-step_02,sess_sim_20260522_017821,4
sess_sim_20260522_023567-step_04,sess_sim_20260522_023567,3
sess_sim_20260522_026380-step_03,sess_sim_20260522_026380,1
sess_sim_20260522_010171-step_01,sess_sim_20260522_010171,2
sess_sim_20260522_017589-step_05,sess_sim_20260522_017589,4
sess_sim_20260522_019853-step_08,sess_sim_20260522_019853,2
sess_sim_20260522_040566-step_02,sess_sim_20260522_040566,0
sess_sim_20260522_040529-step_02,sess_sim_20260522_040529,2
sess_sim_20260522_021799-step_04,sess_sim_20260522_021799,2
sess_sim_20260522_001770-step_06,sess_sim_20260522_001770,2
sess_sim_20260522_016021-step_05,sess_sim_20260522_016021,0
sess_sim_20260522_038444-step_01,sess_sim_20260522_038444,0
sess_sim_20260522_039818-step_02,sess_sim_20260522_039818,4
sess_sim_20260522_037994-step_07,sess_sim_20260522_037994,4
sess_sim_20260522_032065-step_11,sess_sim_20260522_032065,0
sess_sim_20260522_007715-step_12,sess_sim_20260522_007715,4
sess_sim_20260522_011744-step_04,sess_sim_20260522_011744,0
sess_sim_20260522_020855-step_06,sess_sim_20260522_020855,0
sess_sim_20260522_002395-step_03,sess_sim_20260522_002395,4
sess_sim_20260522_010298-step_09,sess_sim_20260522_010298,0
sess_sim_20260522_006373-step_03,sess_sim_20260522_006373,4
sess_sim_20260522_020462-step_13,sess_sim_20260522_020462,2
sess_sim_20260522_032620-step_11,sess_sim_20260522_032620,4
sess_sim_20260522_032018-step_13,sess_sim_20260522_032018,1
sess_sim_20260522_044598-step_05,sess_sim_20260522_044598,1
sess_sim_20260522_041499-step_02,sess_sim_20260522_041499,2
